x_0,x_1,x_2,y
-0.08251162402898479,0.07880493249469157,0.08314538897464122,100.06068979532296
-0.08250701007794686,0.07879979058172207,0.08328978914866382,99.16234704572172
-0.08250386384829282,0.07879042988105123,0.08330048579682046,98.25943797987878
-0.08250391840696983,0.07878816322289656,0.08326654363839195,97.35237935989237
-0.0825026712226391,0.07877625997372867,0.08315042751004856,96.44160009933505
-0.08247502534831613,0.07867545820378004,0.08296112558062424,95.52754015165618
-0.08243486586362257,0.07852187690110987,0.08258172855546815,94.61064931866062
-0.08240762942578908,0.07841423138223297,0.08226862260018268,93.69138598645128
-0.08237066135393097,0.07826820936905758,0.08184134819885941,92.77021579720021
-0.08229714566370275,0.07799626361192862,0.08126534538846257,91.84761026599459
-0.0822215930788618,0.07770580758682342,0.0805044849894726,90.92404535277271
-0.08207335696973446,0.07714414711564914,0.07913029628558368,90.0
-0.08195379966296328,0.07671040444674243,0.07831125050424764,89.0759546472273
-0.08182431141467493,0.07622031419009954,0.07710486776835387,88.15238973400541
-0.08169875186234933,0.07575160180928077,0.07602961298100235,87.22978420279979
-0.0815897552790451,0.0753324181157027,0.07489858691690061,86.30861401354873
-0.08146229791154261,0.07485299296929136,0.07373590563587192,85.38935068133941
-0.0811315708454211,0.07361324090192874,0.07076711663337838,84.47245984834383
-0.08094704098796955,0.07293304349830183,0.06928383978949729,83.55839990066497
-0.08074417707739134,0.07217469468691559,0.06747813410573256,82.64762064010766
-0.08056371126705823,0.0715015185031707,0.06588311527841031,81.74056202012119
-0.08033476927691059,0.07065014797938433,0.0638888263750466,80.8376529542783
-0.07997119929908453,0.06930287821481443,0.060786471875202266,79.93931020467704
-0.07978858311193536,0.06862366075060611,0.05917712239878625,103.81502534126162
-0.07952949370816341,0.06766574938715064,0.056968878933979505,102.92599912470594
-0.07934774283362303,0.06699181222387009,0.05537530122029322,102.03059609653786
-0.07906169257793606,0.06595629497986642,0.05326346930179228,101.1291892896112
-0.0786704701698374,0.06451555008940166,0.04994490204235988,78.87081071038881
-0.07851066855267291,0.06391637657414631,0.04839098316012235,77.96940390346214
-0.07823743326732774,0.06292791089867755,0.04631717534205968,77.07400087529405
-0.07798480875602086,0.061997763384637666,0.04409897802944418,76.18497465873837
-0.07770466354260964,0.06097906982488439,0.041835970163492504,107.57125877832243
